ID Transaksi;Tanggal;Bulan;Tahun;Usia Pembeli;Gender;Berat Barang (gr);Berapa Kali Transaksi;Waktu Pengiriman (Hari);Ongkos Kirim
4356;6;4;2024;69;P;353;16;11;20000
6680;14;10;2022;78;L;207;19;2;30000
2062;2;6;2022;44;P;654;17;10;20000
66;28;3;2023;68;L;822;11;1;20000
733;31;6;2022;28;L;802;13;8;40000
3785;30;6;2023;62;L;12;11;5;30000
7946;30;11;2022;54;P;786;12;3;30000
2233;29;11;2024;57;L;218;2;8;20000
3402;31;5;2023;38;P;159;14;10;40000
7230;10;6;2022;33;L;527;3;3;10000
8684;3;8;2024;69;L;671;6;10;10000
3168;12;11;2022;69;P;185;20;4;50000
6360;9;10;2022;51;L;268;15;13;40000
2851;3;2;2023;26;P;464;3;12;30000
8606;4;8;2023;70;P;502;13;7;50000
4292;16;5;2023;54;L;301;11;10;10000
2106;13;5;2024;52;L;797;8;10;10000
6944;26;5;2023;49;P;184;18;1;30000
3378;4;2;2023;53;P;439;16;1;40000
6230;30;4;2024;45;P;300;11;8;30000
8222;1;5;2023;48;L;793;20;14;50000
2987;22;5;2022;72;P;359;8;7;10000
5924;11;10;2022;33;P;557;10;12;30000
721;11;4;2022;80;P;159;18;7;20000
2492;17;8;2023;32;P;491;18;2;50000
1810;14;7;2024;70;P;483;8;14;10000
3439;2;12;2023;69;L;130;2;11;20000
8224;24;4;2022;47;L;998;3;5;30000
5781;16;12;2023;73;P;69;19;6;30000
3390;22;9;2022;50;P;144;11;7;40000
4212;21;11;2024;28;P;808;19;12;10000
7976;10;1;2023;61;P;74;9;10;30000
3072;12;7;2022;27;P;420;11;12;10000
9375;13;10;2022;32;P;23;15;2;20000
4517;23;7;2024;50;P;145;6;3;20000
9781;30;7;2023;40;L;391;18;12;30000
4384;15;11;2022;30;P;897;17;12;50000
6853;2;10;2023;26;L;336;13;14;10000
3781;5;10;2024;37;L;681;16;12;50000
1961;16;9;2023;70;P;738;19;12;50000
3002;21;1;2024;32;P;738;15;2;30000
7949;28;7;2022;80;L;228;1;7;50000
4672;7;3;2023;77;L;597;7;12;20000
6662;26;6;2024;55;L;700;14;1;50000
3653;29;5;2022;76;L;896;12;8;10000
357;13;10;2024;28;L;515;18;11;50000
1047;8;4;2024;23;P;646;14;14;30000
7244;31;9;2023;62;P;89;6;13;30000
1590;31;1;2023;45;L;37;8;11;10000
8724;31;7;2022;57;L;72;5;4;30000
9553;16;7;2023;32;P;739;3;9;20000
7031;27;4;2023;26;L;668;16;2;30000
8153;14;4;2024;50;L;304;13;2;30000
808;31;7;2022;70;P;939;20;6;50000
8769;11;12;2024;71;P;492;7;11;40000
5919;10;12;2022;39;L;338;13;3;20000
2045;19;1;2024;28;L;586;10;8;40000
2553;14;6;2022;27;L;248;1;5;30000
1293;19;8;2024;69;P;775;19;7;40000
5363;11;12;2023;27;L;270;17;7;50000
3732;12;1;2024;49;P;404;1;11;40000
2767;19;6;2023;35;L;348;13;7;20000
2434;8;12;2023;39;L;51;15;6;50000
7304;29;7;2022;31;L;714;18;8;30000
2284;12;2;2022;63;P;517;12;4;40000
8724;18;12;2022;45;L;458;6;3;40000
3328;21;9;2023;70;P;808;20;3;10000
4114;18;3;2024;71;L;95;7;11;30000
6791;12;2;2023;31;L;605;9;13;50000
4191;29;4;2022;42;P;760;3;2;40000
9183;18;5;2024;72;L;481;11;1;20000
7716;13;6;2022;32;L;853;7;3;20000
8541;31;10;2024;76;L;289;12;12;30000
3882;18;6;2023;56;L;710;18;8;40000
317;16;10;2022;64;L;270;19;7;50000
9822;12;2;2023;49;P;197;3;10;50000
725;22;8;2022;21;L;730;20;10;10000
7925;22;12;2022;59;P;163;7;6;40000
1639;10;4;2024;22;P;350;6;2;40000
1633;7;5;2022;32;P;381;20;3;10000
4723;14;4;2022;51;L;395;11;6;30000
5346;29;1;2024;50;P;848;16;4;50000
2847;17;2;2022;40;P;210;5;7;30000
1264;18;1;2022;71;P;20;4;11;30000
7426;25;6;2022;63;L;473;5;4;30000
9965;19;4;2022;30;L;748;18;2;10000
9067;2;9;2023;70;L;383;1;5;10000
5114;30;12;2022;65;P;543;6;6;50000
2561;15;6;2022;26;L;315;9;1;20000
4945;10;7;2024;39;P;909;4;8;10000
7445;30;1;2022;61;P;171;8;2;10000
587;29;12;2024;57;P;895;10;11;50000
3138;31;9;2024;52;P;397;6;12;50000
4542;31;1;2022;65;L;523;1;10;50000
4136;2;3;2024;56;P;15;13;12;40000
3796;4;12;2022;56;L;594;11;1;40000
2610;23;7;2023;40;P;924;8;1;10000
1986;27;6;2023;30;P;886;7;5;30000
7895;20;3;2023;29;P;376;11;5;10000
1580;20;8;2022;69;P;513;4;2;30000
3029;10;9;2023;48;P;220;14;1;40000
4155;28;12;2023;50;P;63;10;4;30000
288;2;11;2023;75;P;883;2;2;40000
4466;4;2;2024;25;P;490;20;14;10000
4605;29;11;2023;61;P;243;1;2;50000
1867;9;4;2023;27;L;565;8;6;20000
4464;28;8;2022;53;L;715;7;8;30000
1940;18;1;2023;43;P;965;9;2;30000
4042;1;11;2023;43;P;739;2;2;10000
9074;22;9;2023;54;P;301;18;4;40000
1252;17;5;2024;67;P;974;3;13;30000
7148;21;11;2022;69;P;53;12;11;10000
539;5;12;2023;34;L;672;9;4;30000
2140;28;6;2023;73;L;217;6;4;50000
4679;15;6;2024;35;P;353;7;4;30000
4908;9;8;2024;36;L;820;6;6;40000
4991;12;11;2024;34;P;846;14;4;50000
1746;19;7;2024;41;L;652;1;1;40000
2348;29;9;2022;52;L;354;5;10;50000
2037;5;4;2022;29;L;870;9;1;40000
3928;6;8;2024;64;P;664;3;2;10000
9624;25;4;2024;68;L;605;14;2;10000
2327;22;3;2024;72;P;866;9;5;20000
5977;24;3;2022;51;P;162;20;1;50000
9737;21;8;2023;62;L;517;2;5;10000
2924;13;6;2024;76;L;741;12;11;30000
5145;27;1;2024;39;P;17;15;14;30000
3849;25;2;2024;59;L;483;8;5;10000
8263;7;1;2023;35;P;685;20;14;30000
9647;9;5;2024;45;P;584;10;2;50000
6950;17;2;2023;55;L;848;5;3;20000
6600;13;1;2023;21;L;49;3;6;50000
5779;15;3;2022;61;P;659;2;10;50000
1127;27;6;2024;24;P;662;14;7;40000
200;23;6;2024;43;L;212;15;6;50000
9616;1;10;2022;80;P;941;9;7;20000
9996;29;4;2022;51;L;283;4;9;10000
3674;11;11;2024;61;L;158;15;12;50000
281;4;8;2022;54;P;414;2;8;30000
738;10;10;2023;26;P;983;8;1;10000
3432;27;1;2024;66;L;341;1;1;30000
4481;4;2;2023;55;P;389;19;3;20000
1827;26;3;2023;54;L;542;14;2;50000
4726;20;4;2024;80;L;509;7;12;30000
9432;15;10;2023;49;L;191;1;12;30000
8935;22;1;2022;25;P;259;19;2;20000
9608;27;2;2024;43;P;334;19;5;50000
3830;3;2;2024;36;P;165;17;6;50000
6106;11;3;2023;30;P;765;10;10;20000
970;24;6;2024;31;L;307;20;9;30000
5394;11;5;2024;71;L;220;11;11;50000
3129;31;2;2023;80;P;823;19;1;40000
3543;6;5;2023;78;P;890;6;5;50000
3394;5;12;2022;57;L;535;11;5;30000
1977;28;5;2023;37;P;905;11;1;50000
8860;28;8;2023;61;P;413;20;7;20000
313;24;2;2023;50;L;220;5;10;30000
5299;24;9;2023;74;L;992;16;9;40000
6377;13;3;2023;60;L;616;14;2;20000
1978;4;5;2024;24;P;162;15;7;40000
961;29;4;2024;36;P;697;12;6;50000
8541;18;2;2022;70;P;551;12;6;30000
5470;1;8;2022;63;P;551;4;5;10000
3272;14;8;2023;42;L;729;3;8;30000
2030;9;9;2023;74;L;848;11;4;30000
3508;25;10;2024;52;L;927;19;14;10000
8346;6;4;2024;29;P;859;12;1;10000
910;5;12;2022;25;P;581;3;5;40000
3573;11;9;2024;29;P;65;15;8;30000
325;29;12;2023;42;L;72;13;3;20000
434;11;7;2022;57;P;934;3;2;20000
1068;25;1;2023;24;L;536;16;13;30000
927;17;8;2023;70;P;964;6;8;10000
9746;28;8;2024;52;L;750;20;5;10000
9734;17;3;2022;35;L;420;10;3;10000
6967;4;1;2024;48;P;718;11;8;30000
7610;11;10;2024;31;P;36;5;1;40000
8046;17;3;2023;37;P;287;13;7;10000
7188;26;5;2023;43;P;620;15;11;30000
9543;16;5;2024;25;P;161;6;9;50000
7254;9;12;2022;31;L;982;5;4;10000
2203;16;3;2022;67;P;287;6;7;20000
1287;20;7;2022;59;P;788;9;3;10000
7670;19;2;2023;35;P;904;19;11;20000
2214;29;4;2024;21;P;780;13;6;30000
8358;21;5;2022;45;L;579;7;7;40000
9746;25;10;2022;67;P;107;19;7;20000
8935;27;6;2024;25;L;253;9;12;20000
6024;10;3;2023;65;P;789;5;7;40000
3872;10;10;2023;59;L;301;1;10;50000
2561;14;4;2022;80;L;720;13;4;30000
4712;31;12;2022;43;L;806;2;12;50000
7400;31;4;2024;74;L;943;14;6;30000
8587;28;2;2023;65;P;926;10;8;10000
9809;26;1;2022;51;L;508;19;1;20000
7260;8;5;2022;75;P;681;1;8;40000
9954;2;3;2024;77;P;956;20;8;20000
5629;15;8;2023;25;P;147;12;2;30000
1960;5;4;2022;68;P;130;3;7;50000
5901;17;1;2022;36;L;211;4;14;50000
4870;21;3;2022;63;P;208;14;6;40000
5893;21;2;2023;25;P;973;1;10;30000
918;13;11;2023;42;P;631;19;11;20000
2737;29;4;2023;51;P;517;10;4;30000
504;27;4;2022;54;L;629;8;5;30000
5857;19;4;2024;50;P;244;2;9;10000
9448;27;7;2022;45;L;139;13;6;40000
6714;26;9;2022;65;P;970;6;13;40000
2764;1;6;2024;74;L;598;15;12;40000
8295;24;5;2024;69;P;462;1;12;20000
9980;26;6;2024;71;L;919;17;2;30000
2676;21;12;2024;72;L;482;16;8;10000
5376;1;1;2024;39;P;207;16;14;40000
1602;18;4;2022;40;P;737;5;8;40000
9328;18;4;2024;23;L;374;13;3;40000
4658;5;9;2023;71;P;533;15;6;50000
9578;11;12;2022;47;L;929;6;6;30000
9081;10;10;2023;73;L;375;1;10;20000
9366;18;4;2023;26;P;714;15;1;20000
2136;22;8;2024;44;L;868;14;12;10000
7662;3;11;2022;60;L;167;8;10;40000
5178;18;6;2022;75;L;467;5;12;40000
265;28;3;2023;29;P;494;3;4;30000
6501;9;10;2023;60;L;101;6;7;50000
4995;6;1;2023;35;P;336;14;8;10000
7946;6;6;2024;40;P;679;15;14;40000
9150;13;4;2024;36;P;41;12;2;40000
5141;20;2;2022;75;L;524;15;1;20000
4043;26;2;2024;44;L;163;2;12;50000
4235;28;7;2024;38;L;581;6;3;20000
2345;3;11;2022;37;P;239;15;10;20000
5460;27;9;2022;56;L;781;8;11;30000
6474;7;2;2023;41;P;774;6;8;40000
5722;3;9;2022;53;L;216;2;3;10000
2552;10;1;2024;80;L;957;9;7;30000
6937;2;9;2023;58;L;454;16;2;50000
745;29;11;2023;57;L;451;8;12;40000
2843;22;5;2023;28;P;761;10;14;50000
7134;3;8;2022;51;P;652;3;4;20000
8764;14;10;2023;64;P;378;6;10;40000
1856;16;7;2023;77;L;621;9;10;40000
8030;9;11;2023;21;P;361;13;14;30000
7627;1;9;2024;79;L;71;11;5;30000
5661;22;2;2022;56;L;5;9;5;50000
5732;3;3;2024;68;L;635;4;10;50000
3665;9;10;2022;35;L;407;9;9;40000
8694;3;5;2022;38;L;9;9;8;40000
6206;31;12;2024;50;P;145;13;11;20000
347;13;4;2024;47;L;961;8;9;30000
1691;3;12;2022;54;L;321;6;13;50000
8294;11;12;2023;43;P;909;7;2;20000
5726;15;2;2024;24;P;504;17;5;30000
2019;13;3;2022;40;P;690;17;11;40000
2984;10;7;2022;39;L;226;7;4;20000
3868;5;9;2024;60;L;798;2;11;40000
5465;21;8;2023;75;L;514;11;8;40000
9285;4;2;2024;45;L;101;20;5;50000
8776;31;2;2024;25;L;995;11;10;10000
8334;11;7;2024;64;L;298;17;6;40000
3860;12;8;2024;47;P;894;16;7;20000
7745;6;8;2024;33;P;93;1;10;50000
9774;19;3;2024;72;P;357;7;6;20000
1050;12;3;2024;38;P;54;12;10;10000
1526;6;6;2024;52;P;321;12;6;40000
9145;23;1;2024;23;L;472;15;14;20000
1344;17;10;2022;40;P;129;12;5;30000
782;21;4;2023;23;P;981;11;13;10000
9849;21;12;2022;71;P;145;14;9;20000
3496;27;10;2022;61;L;989;19;14;20000
5307;21;8;2023;21;P;335;17;5;40000
6443;11;5;2023;75;P;715;1;8;40000
7311;13;2;2024;42;P;760;14;4;50000
9398;5;4;2024;28;L;749;2;10;20000
1282;10;11;2024;23;P;835;12;2;20000
9996;17;4;2022;43;L;284;18;13;20000
1265;19;1;2022;68;P;386;14;4;50000
9110;17;4;2023;40;L;887;11;8;10000
3523;24;5;2022;50;P;78;3;7;40000
8262;1;11;2022;68;P;117;11;7;20000
9718;6;1;2022;53;P;414;20;10;30000
6860;25;2;2023;28;P;317;15;8;20000
7859;31;2;2023;22;L;810;1;12;20000
3846;20;2;2023;62;L;991;14;7;30000
3068;17;2;2022;76;L;389;4;3;20000
1207;2;3;2023;27;P;759;3;14;30000
8927;7;10;2023;60;L;364;9;1;20000
1471;8;1;2022;61;L;186;6;5;20000
2133;1;2;2022;56;L;21;20;8;20000
6383;6;6;2023;40;P;628;1;8;40000
3210;2;3;2024;21;P;330;16;9;10000
6447;1;12;2022;56;L;316;17;9;50000
6276;26;8;2024;42;L;979;15;10;30000
429;18;1;2023;50;P;240;10;12;20000
6877;7;12;2023;21;L;667;16;1;50000
9109;14;1;2023;79;P;767;6;5;20000
334;16;8;2022;79;L;513;7;10;40000
3893;6;4;2022;30;L;591;5;13;20000
1074;31;12;2022;48;L;880;6;4;30000
1975;14;8;2022;69;L;856;7;3;20000
9026;11;12;2022;23;P;447;4;8;20000
1488;4;11;2023;45;P;524;7;9;20000
9171;7;8;2022;30;P;883;9;10;10000
8525;13;7;2023;37;L;210;17;5;10000
5040;18;3;2024;29;L;568;14;11;30000
7426;4;3;2023;55;L;257;8;1;40000
149;4;6;2024;35;L;933;14;7;20000
8297;17;7;2022;75;P;350;9;6;20000
8197;15;4;2024;77;L;890;3;13;20000
3338;31;7;2022;61;L;306;4;10;10000
3907;9;11;2024;63;P;862;6;8;40000
544;14;1;2024;33;P;993;9;11;50000
1476;15;10;2023;75;P;448;11;3;10000
9330;3;5;2022;50;P;576;1;12;50000
9802;8;5;2024;54;P;739;17;9;40000
3509;15;11;2022;74;L;195;8;9;40000
5449;6;2;2023;62;L;354;19;14;10000
7929;2;8;2024;69;L;367;2;3;30000
8651;20;8;2024;39;P;724;7;12;30000
95;26;7;2024;66;P;80;15;7;10000
9690;23;11;2024;36;P;793;1;11;10000
5034;2;1;2022;60;P;80;18;3;40000
5094;30;4;2024;46;L;547;6;8;40000
3014;24;4;2022;62;L;231;13;4;10000
4739;18;6;2024;54;P;345;3;6;40000
6949;11;10;2022;74;P;809;2;6;40000
148;12;4;2022;33;P;468;7;13;50000
5855;1;9;2023;38;P;304;14;14;10000
8435;4;3;2022;58;L;819;5;9;50000
4234;14;4;2023;52;P;513;6;11;40000
8039;29;2;2022;54;P;186;5;2;40000
2033;20;2;2024;61;P;25;6;8;20000
5056;12;12;2023;37;P;962;11;1;30000
1434;20;2;2024;80;L;457;2;7;20000
6882;17;11;2024;68;L;814;4;13;20000
8902;2;3;2022;50;P;605;3;4;40000
7673;10;6;2024;46;P;803;19;6;50000
6236;15;6;2022;43;L;748;16;12;30000
9282;7;4;2024;25;P;76;19;10;10000
4620;6;10;2022;79;P;695;11;5;40000
6487;5;11;2024;80;P;153;9;1;40000
1539;12;7;2023;36;L;290;11;9;50000
4930;14;3;2024;44;L;953;12;13;30000
2605;12;6;2024;62;P;497;16;10;40000
921;30;1;2023;32;P;570;6;5;50000
6835;15;12;2022;53;L;94;16;11;40000
943;25;9;2022;22;L;658;10;7;10000
1972;17;7;2023;25;P;996;4;14;10000
3648;21;2;2023;23;P;210;9;10;40000
4033;31;12;2024;54;L;509;10;5;20000
1746;2;9;2024;45;P;393;5;1;10000
7961;12;6;2024;37;P;699;14;12;40000
2457;29;12;2022;25;P;990;12;9;30000
9135;6;9;2024;39;P;19;10;5;30000
6788;25;12;2024;21;L;176;19;7;50000
9233;6;7;2022;26;P;216;13;11;20000
188;28;7;2023;30;L;848;12;14;20000
5622;20;8;2024;21;L;213;7;4;10000
3317;13;10;2023;55;L;71;19;13;30000
4043;7;5;2022;41;L;158;20;4;10000
6824;14;1;2022;25;L;237;11;9;30000
9772;22;11;2024;44;P;271;12;6;40000
5005;2;8;2023;40;L;11;18;12;50000
2527;9;12;2022;67;P;160;20;1;50000
829;1;10;2024;55;L;955;14;10;40000
5413;10;11;2022;45;L;736;20;5;30000
2161;5;5;2022;76;L;706;7;2;50000
6377;14;9;2022;77;L;940;15;7;20000
5558;4;11;2023;67;P;714;19;9;40000
368;7;9;2022;37;P;945;2;1;10000
6470;7;10;2022;44;L;165;12;11;30000
8058;22;8;2023;45;L;510;4;10;10000
5425;29;6;2023;77;L;865;3;13;30000
5185;7;7;2024;38;L;90;9;14;10000
7452;13;3;2024;54;P;402;8;1;50000
4048;5;8;2022;71;L;645;2;14;20000
2153;10;1;2022;69;L;967;4;9;40000
1712;23;2;2022;34;P;640;17;6;20000
8454;30;5;2022;54;P;540;20;7;30000
851;31;12;2022;76;L;223;15;4;30000
7263;6;5;2022;40;P;593;3;10;40000
2399;8;9;2024;75;L;670;4;6;50000
128;2;1;2024;80;P;191;5;6;50000
6005;28;9;2022;78;L;982;3;11;30000
539;11;9;2022;68;P;746;4;5;40000
6845;26;8;2023;42;P;508;17;11;40000
3362;13;5;2024;30;L;432;15;3;30000
2221;17;2;2024;62;L;442;10;1;20000
1193;16;6;2024;31;P;939;14;13;50000
6224;17;5;2024;28;P;220;19;8;10000
2906;24;11;2024;60;L;334;1;4;30000
3188;26;3;2024;24;P;277;13;6;10000
1850;1;11;2022;64;P;805;5;1;40000
9724;26;8;2023;43;P;560;16;9;50000
8427;14;5;2022;40;P;882;11;3;30000
1362;21;9;2023;80;L;720;15;13;30000
1336;20;7;2024;26;P;625;6;2;10000
3357;4;5;2023;64;L;627;18;10;30000
9044;28;12;2023;70;L;159;13;7;30000
7722;27;2;2022;58;L;34;12;4;30000
2284;9;7;2023;43;P;899;1;6;40000
3806;26;5;2022;31;P;352;1;13;50000
6793;22;5;2022;68;P;381;2;7;50000
642;15;1;2024;54;P;192;15;13;10000
2281;13;7;2022;46;P;855;12;1;50000
3519;20;7;2023;76;L;223;1;4;40000
3043;24;6;2024;28;L;759;12;3;50000
8017;20;2;2023;72;P;363;3;13;10000
5630;21;4;2022;64;P;54;17;14;40000
9015;29;1;2024;51;L;487;4;1;50000
6761;5;1;2023;45;P;215;10;7;40000
297;13;3;2023;61;P;559;17;8;10000
396;20;7;2023;45;L;20;19;3;10000
4590;2;9;2024;70;P;114;1;5;20000
5934;2;2;2024;79;L;817;12;13;30000
660;16;4;2023;33;P;92;17;1;30000
9711;2;12;2022;53;L;79;10;14;30000
6955;16;2;2024;74;L;343;16;11;30000
6470;3;2;2024;71;L;933;2;7;30000
1708;15;4;2024;22;P;957;12;13;40000
430;7;2;2024;74;P;897;18;11;20000
5215;8;10;2024;73;L;879;5;2;10000
9480;2;10;2023;71;L;757;13;7;30000
2297;3;7;2024;29;L;809;16;5;20000
8139;29;6;2024;42;L;507;11;9;30000
9701;8;11;2024;71;P;581;8;8;50000
5777;13;6;2024;76;P;312;6;1;10000
1655;7;4;2023;42;P;415;17;3;30000
6713;27;9;2023;41;L;276;19;1;50000
37;15;9;2022;55;P;132;4;7;50000
8417;8;4;2024;68;P;545;14;6;10000
5442;10;4;2024;62;P;328;3;7;50000
4874;21;1;2024;23;P;492;18;12;20000
8942;3;8;2022;22;P;599;15;3;50000
9676;5;2;2022;32;L;879;11;7;20000
8322;19;2;2022;77;L;6;6;10;50000
5071;23;3;2023;66;L;915;13;4;30000
3602;22;9;2024;74;P;916;7;14;40000
1063;19;6;2024;25;L;61;3;3;40000
6198;19;5;2024;56;L;59;10;9;20000
4629;18;5;2022;44;L;153;12;10;10000
8129;22;5;2024;36;L;172;18;10;20000
1102;19;4;2023;45;L;325;16;12;10000
1521;24;4;2024;53;L;700;8;6;10000
8400;14;12;2023;21;L;827;9;5;50000
6689;10;12;2023;32;L;688;6;2;50000
5766;9;4;2023;46;L;947;14;12;20000
680;28;10;2022;47;P;327;14;12;40000
5159;16;10;2022;67;L;864;9;14;50000
1931;18;8;2022;54;L;920;12;11;50000
7102;14;12;2023;26;P;738;20;7;30000
167;29;8;2022;21;P;457;11;1;30000
6032;2;8;2024;67;L;678;19;10;10000
9681;11;10;2024;56;L;780;16;10;50000
7376;17;4;2024;56;P;580;12;10;40000
4018;3;1;2024;67;L;878;10;11;40000
2579;22;9;2024;34;L;248;12;3;20000
9409;12;1;2024;56;P;696;20;10;20000
5351;1;7;2022;55;P;126;3;5;50000
5685;30;3;2024;46;P;530;18;2;50000
2779;11;8;2023;69;L;501;17;14;40000
6872;4;5;2023;22;L;449;9;3;20000
404;26;8;2022;39;P;360;3;9;40000
1055;13;8;2024;44;L;261;16;7;30000
9299;28;10;2024;50;P;649;9;2;10000
2676;10;1;2024;77;P;93;5;14;30000
8590;12;12;2023;50;P;855;20;13;10000
2037;3;7;2023;64;L;594;11;3;30000
8430;10;6;2023;21;L;837;7;3;20000
5235;10;7;2023;30;P;293;2;13;40000
7725;17;5;2024;61;L;784;14;8;30000
1628;7;10;2023;72;L;987;6;2;50000
9107;27;8;2023;61;L;243;11;7;40000
8013;8;1;2023;44;L;904;18;7;40000
8749;14;10;2023;66;L;505;6;7;10000
2297;25;2;2023;25;P;748;19;5;50000
9923;25;4;2024;37;L;674;4;11;20000
8415;27;11;2024;56;P;776;12;1;20000
4190;11;6;2024;59;L;18;14;12;10000
5565;18;6;2024;61;P;646;5;14;20000
8925;6;3;2022;77;L;374;2;13;30000
6748;9;10;2023;34;L;843;11;10;30000
1281;4;9;2024;39;P;20;16;4;20000
53;18;12;2024;55;P;131;15;14;20000
5183;22;8;2022;76;L;454;1;9;50000
6859;7;2;2024;39;P;529;17;14;50000
1503;24;11;2024;75;L;963;6;10;30000
2906;28;12;2022;53;L;444;9;2;50000
3016;18;2;2024;41;L;281;7;14;50000
2527;10;3;2022;70;L;93;9;13;10000
5900;14;6;2024;74;P;835;1;12;30000
8127;13;8;2022;55;P;567;7;8;40000
2115;4;7;2022;21;L;434;3;14;10000
2658;28;8;2024;77;L;290;9;12;20000
2175;20;5;2023;22;P;818;19;12;30000
1554;6;10;2024;25;P;814;17;9;30000
7074;28;9;2024;49;L;722;19;11;10000
2823;5;1;2024;77;P;695;9;7;50000
4225;11;10;2024;58;L;542;8;4;30000
2832;31;5;2024;55;P;493;3;9;40000
2121;12;11;2024;28;P;670;2;4;30000
8089;11;8;2023;57;L;946;12;3;10000
4527;26;7;2024;80;P;629;13;14;20000
2985;29;6;2022;56;L;732;4;12;50000
845;5;6;2024;50;P;462;11;3;50000
5367;8;9;2022;71;L;237;20;14;30000
5049;11;1;2024;52;P;556;6;13;20000
3102;9;8;2024;79;P;599;12;11;30000
9580;8;6;2024;79;P;875;15;11;20000
5055;18;10;2022;31;L;966;8;14;10000
9887;22;10;2023;42;L;625;18;5;40000
3975;4;8;2022;61;P;833;9;10;40000
8083;26;4;2023;26;L;814;14;1;10000
158;24;8;2022;73;L;544;12;11;40000
3669;7;6;2023;76;P;176;8;1;20000
1882;6;1;2022;35;L;929;11;14;40000
8456;25;4;2023;65;L;381;19;13;40000
3753;1;7;2022;46;L;423;10;7;40000
815;7;9;2024;55;L;424;19;14;20000
7928;27;9;2023;50;L;644;9;1;40000
9160;4;11;2024;46;P;995;11;13;20000
5690;15;12;2024;55;P;202;9;5;10000
6491;24;6;2023;79;P;176;10;1;20000
8015;25;1;2022;29;P;685;4;4;30000
7817;12;6;2024;25;L;719;10;7;10000
773;31;5;2024;64;P;128;12;8;50000
7087;7;2;2023;69;L;195;8;8;10000
2535;31;10;2023;63;L;179;20;3;50000
6674;26;9;2023;23;P;252;3;4;10000
900;18;9;2022;48;P;171;7;8;50000
5504;26;12;2024;58;P;121;7;14;50000
5856;27;8;2024;66;L;878;10;9;10000
8874;24;8;2024;57;P;508;17;13;50000
7764;25;8;2023;58;P;598;1;9;30000
760;26;3;2022;56;L;148;20;14;50000
485;30;7;2023;71;L;361;13;6;50000
9330;23;1;2022;38;P;677;19;9;10000
6602;28;11;2024;59;L;656;16;9;20000
2906;4;11;2022;24;L;636;3;8;40000
3696;12;11;2024;72;P;324;11;13;50000
9552;4;5;2023;39;P;706;12;5;50000
6531;7;3;2023;51;P;107;18;6;40000
1899;10;12;2022;50;L;33;6;14;40000
238;8;3;2022;34;P;885;11;12;50000
5744;9;10;2023;73;P;928;5;14;30000
7826;23;10;2023;65;L;285;6;14;20000
9942;23;5;2022;30;P;936;4;8;50000
4641;27;12;2023;65;L;777;20;13;50000
4604;15;3;2022;23;L;26;1;14;20000
1714;28;6;2024;27;L;312;12;1;10000
5482;10;11;2023;71;P;618;7;6;40000
1342;28;10;2022;70;P;740;6;2;40000
7593;13;9;2022;47;P;145;1;10;40000
3656;27;1;2023;45;P;344;17;6;40000
8965;15;1;2024;63;P;526;2;11;10000
5263;22;1;2022;68;L;416;3;8;20000
3755;23;2;2022;52;P;286;3;8;40000
7721;15;2;2023;56;L;112;3;6;30000
5366;12;8;2022;66;P;309;8;4;20000
6310;9;10;2023;62;P;128;7;10;20000
8876;14;6;2022;62;P;988;19;1;50000
9770;28;12;2022;73;P;491;16;9;30000
1182;3;1;2022;31;P;943;2;4;20000
6319;15;11;2023;67;L;720;1;3;30000
3916;27;4;2022;33;L;290;20;1;40000
1263;30;2;2024;26;P;190;19;5;40000
4032;4;4;2022;70;P;915;18;4;10000
3429;18;9;2023;75;L;198;14;5;30000
1579;15;8;2023;47;P;751;3;7;30000
7127;1;9;2024;27;L;633;6;14;30000
3094;28;12;2022;24;L;793;9;6;20000
4538;30;6;2023;55;L;434;8;1;40000
4448;23;11;2022;46;P;629;15;1;30000
9099;9;7;2024;40;L;569;20;3;10000
487;2;9;2022;74;P;48;11;13;30000
8406;23;10;2022;52;P;395;9;8;30000
5419;24;10;2022;39;P;964;14;1;40000
7379;4;3;2022;37;L;17;2;7;10000
4164;2;5;2023;35;P;988;19;4;20000
9175;29;3;2022;56;L;595;17;7;50000
394;30;12;2023;36;L;80;3;5;40000
6300;10;11;2022;55;P;881;3;6;30000
5627;6;12;2022;28;L;598;4;13;40000
5709;30;6;2024;34;L;911;19;13;30000
2426;29;10;2023;52;P;770;15;6;10000
2629;3;1;2022;53;L;197;12;1;50000
1952;12;11;2023;34;L;515;7;5;30000
1754;16;7;2022;66;P;280;3;8;40000
8760;20;8;2024;47;L;292;13;3;40000
1433;4;1;2024;41;L;313;19;14;50000
6251;3;3;2024;61;P;38;19;3;30000
9;6;8;2024;32;L;712;5;2;30000
1039;24;6;2023;35;L;813;11;3;50000
1311;12;8;2024;44;P;701;11;9;50000
5509;24;6;2022;38;L;624;6;12;40000
4913;31;10;2022;76;L;992;7;5;20000
7489;2;5;2023;65;P;26;19;8;20000
742;17;10;2024;27;L;238;6;14;10000
9564;31;2;2022;41;P;102;14;12;40000
7961;15;2;2024;66;P;6;8;9;10000
9451;21;8;2022;59;P;660;3;6;20000
3206;10;4;2022;74;L;772;6;4;10000
3220;1;12;2024;53;P;670;6;12;50000
3502;8;2;2024;32;P;64;10;9;40000
1315;21;8;2022;21;P;934;11;5;10000
2814;24;9;2023;64;P;889;5;10;10000
5532;12;1;2022;50;P;437;15;3;40000
109;11;3;2023;35;L;937;13;7;10000
